,wholesale,eeg,community,grid
2023-01-02 07:00:00,0.14598,0.14598,0,0.130229127528358
2023-01-02 08:00:00,0.14705,0.14705,0,0.1397711998240375
2023-01-02 09:00:00,0.14561,0.14561,0,0.1397711998240375
2023-01-02 10:00:00,0.14335,0.14335,0,0.140174385977376
2023-01-02 11:00:00,0.14438,0.14438,0,0.1503884351952865
2023-01-02 12:00:00,0.14376,0.14376,0,0.1397711998240375
2023-01-02 13:00:00,0.1482,0.1482,0,0.1362500407515472
2023-01-02 14:00:00,0.15534,0.15534,0,0.143668665972977
2023-01-02 15:00:00,0.1628899999999999,0.1628899999999999,0,0.1612475822585386
2023-01-02 16:00:00,0.17,0.17,0,0.1666502767132754
2023-01-02 17:00:00,0.17474,0.17474,0,0.1695532170173131
2023-01-02 18:00:00,0.16446,0.16446,0,0.1671072210203925
2023-01-02 19:00:00,0.153,0.153,0,0.1613550985660956
2023-01-02 20:00:00,0.14167,0.14167,0,0.1479155601214766
2023-01-02 21:00:00,0.13491,0.13491,0,0.1404431767462684
2023-01-02 22:00:00,0.12422,0.12422,0,0.130229127528358
2023-01-02 23:00:00,0.13001,0.13001,0,0.1239394235362763
2023-01-03 00:00:00,0.12,0.12,0,0.1155800306237233
2023-01-03 01:00:00,0.11876,0.11876,0,0.1063067490969362
2023-01-03 02:00:00,0.115,0.115,0,0.0945605924963392
2023-01-03 03:00:00,0.11363,0.11363,0,0.089910512194501
2023-01-03 04:00:00,0.11627,0.11627,0,0.0870075718904633
2023-01-03 05:00:00,0.13892,0.13892,0,0.0852066737388844
2023-01-03 06:00:00,0.1599199999999999,0.1599199999999999,0,0.0877064278895835
2023-01-03 07:00:00,0.16917,0.16917,0,0.0991837937212881
2023-01-03 08:00:00,0.17118,0.17118,0,0.0993450681826235
2023-01-03 09:00:00,0.16857,0.16857,0,0.0993450681826235
2023-01-03 10:00:00,0.16949,0.16949,0,0.1175153241597484
2023-01-03 11:00:00,0.1645,0.1645,0,0.1282400758385544
2023-01-03 12:00:00,0.16091,0.16091,0,0.1086183497094106
2023-01-03 13:00:00,0.16306,0.16306,0,0.1066024189427178
2023-01-03 14:00:00,0.16773,0.16773,0,0.1063605072507146
2023-01-03 15:00:00,0.16661,0.16661,0,0.0970603466470383
2023-01-03 16:00:00,0.17072,0.17072,0,0.1210633623091278
2023-01-03 17:00:00,0.16893,0.16893,0,0.1412764281298348
2023-01-03 18:00:00,0.16099,0.16099,0,0.1232136884602669
2023-01-03 19:00:00,0.14962,0.14962,0,0.0963077324941396
2023-01-03 20:00:00,0.13099,0.13099,0,0.0895342051180517
2023-01-03 21:00:00,0.11427,0.11427,0,0.0940230109585544
2023-01-03 22:00:00,0.09366,0.09366,0,0.0736217915996228
2023-01-03 23:00:00,0.08089,0.08089,0,0.0788363325161349
2023-01-04 00:00:00,0.07067,0.07067,0,0.0667138688390886
2023-01-04 01:00:00,0.04,0.07,0,0.0662569245319716
2023-01-04 02:00:00,0.00868,0.07,0,0.0666601106853101
2023-01-04 03:00:00,0.00085,0.07,0,0.0744819220600784
2023-01-04 04:00:00,0.01102,0.07,0,0.0768204017494421
2023-01-04 05:00:00,0.06102,0.07,0,0.0995601007977374
2023-01-04 06:00:00,0.0792,0.0792,0,0.1398518370547052
2023-01-04 07:00:00,0.0842,0.0842,0,0.1498777327343909
2023-01-04 08:00:00,0.0833199999999999,0.0833199999999999,0,0.1533720127299918
2023-01-04 09:00:00,0.07007,0.07007,0,0.1536945616526628
2023-01-04 10:00:00,0.0797399999999999,0.0797399999999999,0,0.1612744613354278
2023-01-04 11:00:00,0.08089,0.08089,0,0.1646881041003611
2023-01-04 12:00:00,0.07972,0.07972,0,0.1620270754883265
2023-01-04 13:00:00,0.08022,0.08022,0,0.1614626148736525
2023-01-04 14:00:00,0.0797399999999999,0.0797399999999999,0,0.159822991183409
2023-01-04 15:00:00,0.0808199999999999,0.0808199999999999,0,0.1666233976363862
2023-01-04 16:00:00,0.08616,0.08616,0,0.1796059917738881
2023-01-04 17:00:00,0.07228,0.07228,0,0.1665696394826077
2023-01-04 18:00:00,0.06661,0.07,0,0.1479961973521443
2023-01-04 19:00:00,0.0432,0.07,0,0.1272455499936526
2023-01-04 20:00:00,0.03125,0.07,0,0.1226761069224821
2023-01-04 21:00:00,0.03496,0.07,0,0.1315193232190414
2023-01-04 22:00:00,0.0090899999999999,0.07,0,0.1199881992335583
2023-01-04 23:00:00,5e-05,0.07,0,0.1009040546421993
2023-01-05 00:00:00,7.000000000000001e-05,0.07,0,0.1077044610951765
2023-01-05 01:00:00,7.000000000000001e-05,0.07,0,0.1070056050960564
2023-01-05 02:00:00,0.0001199999999999,0.07,0,0.1065755398658285
2023-01-05 03:00:00,0.0022299999999999,0.07,0,0.1080538890947366
2023-01-05 04:00:00,0.01007,0.07,0,0.1189667943117673
2023-01-05 05:00:00,0.06104,0.07,0,0.1264929358407539
2023-01-05 06:00:00,0.08719,0.08719,0,0.1477274065832519
2023-01-05 07:00:00,0.09584,0.09584,0,0.1711390825537782
2023-01-05 08:00:00,0.12555,0.12555,0,0.1739882647040375
2023-01-05 09:00:00,0.1319199999999999,0.1319199999999999,0,0.1775900610071953
2023-01-05 10:00:00,0.14307,0.14307,0,0.177321270238303
2023-01-05 11:00:00,0.14091,0.14091,0,0.1759504373169518
2023-01-05 12:00:00,0.14258,0.14258,0,0.1715422687071168
2023-01-05 13:00:00,0.15103,0.15103,0,0.1716766640915629
2023-01-05 14:00:00,0.1594799999999999,0.1594799999999999,0,0.1721604874755692
2023-01-05 15:00:00,0.17273,0.17273,0,0.1727249480902433
2023-01-05 16:00:00,0.1946999999999999,0.1946999999999999,0,0.1804661222343438
2023-01-05 17:00:00,0.1946699999999999,0.1946699999999999,0,0.1656019927145952
2023-01-05 18:00:00,0.17798,0.17798,0,0.1590166188767318
2023-01-05 19:00:00,0.16399,0.16399,0,0.1592854096456242
2023-01-05 20:00:00,0.152,0.152,0,0.144125610280094
2023-01-05 21:00:00,0.14464,0.14464,0,0.1447707081254357
2023-01-05 22:00:00,0.127,0.127,0,0.128992689991453
2023-01-05 23:00:00,0.10721,0.10721,0,0.1193699804651058
2023-01-06 00:00:00,0.1011,0.1011,0,0.1154187561623878
2023-01-06 01:00:00,0.09673,0.09673,0,0.1152574817010524
2023-01-06 02:00:00,0.08234,0.08234,0,0.113295309088138
2023-01-06 03:00:00,0.08193,0.08193,0,0.1161982493921758
2023-01-06 04:00:00,0.08403,0.08403,0,0.1197731666184444
2023-01-06 05:00:00,0.09725,0.09725,0,0.127406824454988
2023-01-06 06:00:00,0.10651,0.10651,0,0.1184023336970933
2023-01-06 07:00:00,0.1207,0.1207,0,0.14356114966542
2023-01-06 08:00:00,0.11686,0.11686,0,0.1472973413530241
2023-01-06 09:00:00,0.1128499999999999,0.1128499999999999,0,0.1449857407405496
2023-01-06 10:00:00,0.11337,0.11337,0,0.1567050182642574
2023-01-06 11:00:00,0.115,0.115,0,0.1651181693305889
2023-01-06 12:00:00,0.10978,0.10978,0,0.1664352440981615
2023-01-06 13:00:00,0.11971,0.11971,0,0.1532107382686565
2023-01-06 14:00:00,0.12583,0.12583,0,0.1546353293437861
2023-01-06 15:00:00,0.13957,0.13957,0,0.1657901462528198
2023-01-06 16:00:00,0.15593,0.15593,0,0.1662202114830477
2023-01-06 17:00:00,0.1635,0.1635,0,0.1544471758055614
2023-01-06 18:00:00,0.14674,0.14674,0,0.1560599204189157
2023-01-06 19:00:00,0.13938,0.13938,0,0.1611938241047601
2023-01-06 20:00:00,0.1318,0.1318,0,0.1423247121285151
2023-01-06 21:00:00,0.12994,0.12994,0,0.1423247121285151
2023-01-06 22:00:00,0.1212999999999999,0.1212999999999999,0,0.1331320678323957
2023-01-06 23:00:00,0.09715,0.09715,0,0.1371639293657814
2023-01-07 00:00:00,0.09843,0.09843,0,0.1348792078301962
2023-01-07 01:00:00,0.09605,0.09605,0,0.1316268395265983
2023-01-07 02:00:00,0.0879699999999999,0.0879699999999999,0,0.1255790472265198
2023-01-07 03:00:00,0.08299,0.08299,0,0.1259822333798584
2023-01-07 04:00:00,0.08359,0.08359,0,0.1346104170613038
2023-01-07 05:00:00,0.09076,0.09076,0,0.1541246268828905
2023-01-07 06:00:00,0.10321,0.10321,0,0.1822401413090335
2023-01-07 07:00:00,0.11186,0.11186,0,0.2325308941687978
2023-01-07 08:00:00,0.112,0.112,0,0.2326115313994655
2023-01-07 09:00:00,0.1,0.1,0,0.2286871861736367
2023-01-07 10:00:00,0.08832,0.08832,0,0.2385249283150978
2023-01-07 11:00:00,0.0879,0.0879,0,0.2385786864688762
2023-01-07 12:00:00,0.09405,0.09405,0,0.2266174972531654
2023-01-07 13:00:00,0.08898,0.08898,0,0.2161077781894733
2023-01-07 14:00:00,0.08556,0.08556,0,0.2246284455633617
2023-01-07 15:00:00,0.0940999999999999,0.0940999999999999,0,0.2410515615426862
2023-01-07 16:00:00,0.09681,0.09681,0,0.2687907688923798
2023-01-07 17:00:00,0.09952,0.09952,0,0.243067492309379
2023-01-07 18:00:00,0.09458,0.09458,0,0.2157852292668025
2023-01-07 19:00:00,0.08786,0.08786,0,0.1795522336201097
2023-01-07 20:00:00,0.06147,0.07,0,0.161865801026991
2023-01-07 21:00:00,0.05,0.07,0,0.1604412099518615
2023-01-07 22:00:00,0.03825,0.07,0,0.1404431767462684
2023-01-07 23:00:00,0.01093,0.07,0,0.1358199755213195
2023-01-08 00:00:00,0.00907,0.07,0,0.1301753693745795
2023-01-08 01:00:00,0.0091,0.07,0,0.1269767592247602
2023-01-08 02:00:00,0.00416,0.07,0,0.1225954696918144
2023-01-08 03:00:00,0.00558,0.07,0,0.125820958918523
2023-01-08 04:00:00,0.00992,0.07,0,0.1386153995178002
2023-01-08 05:00:00,0.00902,0.07,0,0.1630753594870068
2023-01-08 06:00:00,0.01647,0.07,0,0.2138499357307773
2023-01-08 07:00:00,0.04942,0.07,0,0.2783059621111701
2023-01-08 08:00:00,0.0828,0.0828,0,0.2968794042416335
2023-01-08 09:00:00,0.0937,0.0937,0,0.2955623294740608
2023-01-08 10:00:00,0.10387,0.10387,0,0.2871222993308401
2023-01-08 11:00:00,0.10169,0.10169,0,0.2751611101151292
2023-01-08 12:00:00,0.099,0.099,0,0.2623666695158519
2023-01-08 13:00:00,0.10429,0.10429,0,0.2553512304477608
2023-01-08 14:00:00,0.10364,0.10364,0,0.2564801516771088
2023-01-08 15:00:00,0.10911,0.10911,0,0.2553512304477608
2023-01-08 16:00:00,0.11804,0.11804,0,0.2956698457816178
2023-01-08 17:00:00,0.12261,0.12261,0,0.2752686264226862
2023-01-08 18:00:00,0.10911,0.10911,0,0.2366702720097404
2023-01-08 19:00:00,0.10393,0.10393,0,0.1726711899364647
2023-01-08 20:00:00,0.09843,0.09843,0,0.1597423539527413
2023-01-08 21:00:00,0.09937,0.09937,0,0.1548234828820107
2023-01-08 22:00:00,0.08134,0.08134,0,0.1390992229018065
2023-01-08 23:00:00,0.07513,0.07513,0,0.1471091878147994
2023-01-09 00:00:00,0.0643799999999999,0.07,0,0.1408194838227177
2023-01-09 01:00:00,0.06028,0.07,0,0.1388841902866926
2023-01-09 02:00:00,0.0394099999999999,0.07,0,0.1367607432124428
2023-01-09 03:00:00,0.04725,0.07,0,0.1344491425999683
2023-01-09 04:00:00,0.0690699999999999,0.07,0,0.1319762675261584
2023-01-09 05:00:00,0.1071299999999999,0.1071299999999999,0,0.1332395841399526
2023-01-09 06:00:00,0.16,0.16,0,0.1446631918178788
2023-01-09 07:00:00,0.18,0.18,0,0.1607368797976431
2023-01-09 08:00:00,0.17714,0.17714,0,0.1798747825427806
2023-01-09 09:00:00,0.15907,0.15907,0,0.1819982296170303
2023-01-09 10:00:00,0.16057,0.16057,0,0.1827777228468183
2023-01-09 11:00:00,0.14056,0.14056,0,0.1801166942347837
2023-01-09 12:00:00,0.13767,0.13767,0,0.1680748677884051
2023-01-09 13:00:00,0.14357,0.14357,0,0.1612744613354278
2023-01-09 14:00:00,0.15102,0.15102,0,0.1612744613354278
2023-01-09 15:00:00,0.16196,0.16196,0,0.168746844710636
2023-01-09 16:00:00,0.17607,0.17607,0,0.1879385056095519
2023-01-09 17:00:00,0.18218,0.18218,0,0.1935024745256242
2023-01-09 18:00:00,0.17079,0.17079,0,0.1853312351512958
2023-01-09 19:00:00,0.1605099999999999,0.1605099999999999,0,0.1684242957879652
2023-01-09 20:00:00,0.13893,0.13893,0,0.1519743007317515
2023-01-09 21:00:00,0.132,0.132,0,0.1500121281188371
2023-01-09 22:00:00,0.10831,0.10831,0,0.1366801059817751
2023-01-09 23:00:00,0.1060199999999999,0.1060199999999999,0,0.1468941551996855
2023-01-10 00:00:00,0.0967099999999999,0.0967099999999999,0,0.1392067392093635
2023-01-10 01:00:00,0.09514,0.09514,0,0.1359543709057657
2023-01-10 02:00:00,0.09036,0.09036,0,0.1289658109145638
2023-01-10 03:00:00,0.09561,0.09561,0,0.1279444059927728
2023-01-10 04:00:00,0.1085999999999999,0.1085999999999999,0,0.1279175269158835
2023-01-10 05:00:00,0.13813,0.13813,0,0.1131340346268026
2023-01-10 06:00:00,0.1547299999999999,0.1547299999999999,0,0.1197731666184444
2023-01-10 07:00:00,0.16533,0.16533,0,0.132943914294171
2023-01-10 08:00:00,0.1604199999999999,0.1604199999999999,0,0.1477274065832519
2023-01-10 09:00:00,0.1547299999999999,0.1547299999999999,0,0.1441524893569833
2023-01-10 10:00:00,0.14645,0.14645,0,0.1493670302734954
2023-01-10 11:00:00,0.14122,0.14122,0,0.1456039595090021
2023-01-10 12:00:00,0.14168,0.14168,0,0.1414377025911702
2023-01-10 13:00:00,0.1454099999999999,0.1454099999999999,0,0.1429429308969675
2023-01-10 14:00:00,0.14592,0.14592,0,0.1474317367374703
2023-01-10 15:00:00,0.1405,0.1405,0,0.1519205425779731
2023-01-10 16:00:00,0.14634,0.14634,0,0.1668921884052786
2023-01-10 17:00:00,0.14045,0.14045,0,0.170440226554658
2023-01-10 18:00:00,0.12444,0.12444,0,0.1515711145784129
2023-01-10 19:00:00,0.10615,0.10615,0,0.1495551838117201
2023-01-10 20:00:00,0.08653,0.08653,0,0.1433461170503061
2023-01-10 21:00:00,0.0813,0.0813,0,0.1399055952084836
2023-01-10 22:00:00,0.04296,0.07,0,0.1000976823355222
2023-01-10 23:00:00,0.005,0.07,0,0.1206870552326785
2023-01-11 00:00:00,0.00016,0.07,0,0.1202569900024507
2023-01-11 01:00:00,8e-05,0.07,0,0.1211171204629063
2023-01-11 02:00:00,1e-05,0.07,0,0.1184560918508717
2023-01-11 03:00:00,4e-05,0.07,0,0.1196925293877767
2023-01-11 04:00:00,0.00275,0.07,0,0.1148811746246031
2023-01-11 05:00:00,0.05788,0.07,0,0.1468135179690178
2023-01-11 06:00:00,0.09111,0.09111,0,0.1803854850036761
2023-01-11 07:00:00,0.12744,0.12744,0,0.1897394037611308
2023-01-11 08:00:00,0.12974,0.12974,0,0.1567587764180358
2023-01-11 09:00:00,0.13171,0.13171,0,0.150227160733951
2023-01-11 10:00:00,0.13002,0.13002,0,0.1464640899694577
2023-01-11 11:00:00,0.11747,0.11747,0,0.1433998752040846
2023-01-11 12:00:00,0.11054,0.11054,0,0.1300678530670226
2023-01-11 13:00:00,0.11574,0.11574,0,0.1332395841399526
2023-01-11 14:00:00,0.1177,0.1177,0,0.1369757758275567
2023-01-11 15:00:00,0.1192,0.1192,0,0.1320300256799369
2023-01-11 16:00:00,0.1323899999999999,0.1323899999999999,0,0.1436417868960877
2023-01-11 17:00:00,0.13288,0.13288,0,0.1288582946070068
2023-01-11 18:00:00,0.1278,0.1278,0,0.1133221881650273
2023-01-11 19:00:00,0.11456,0.11456,0,0.102221129409772
2023-01-11 20:00:00,0.09347,0.09347,0,0.0920339592687508
2023-01-11 21:00:00,0.09171,0.09171,0,0.0914157405002983
2023-01-11 22:00:00,0.06854,0.07,0,0.0736217915996228
2023-01-11 23:00:00,0.01988,0.07,0,0.0509627297819952
2023-01-12 00:00:00,0.00555,0.07,0,0.0425226996387744
2023-01-12 01:00:00,0.00469,0.07,0,0.0510702460895521
2023-01-12 02:00:00,0.0001,0.07,0,0.0648860916106204
2023-01-12 03:00:00,0.0020299999999999,0.07,0,0.0725735076009425
2023-01-12 04:00:00,0.02494,0.07,0,0.0966034023399213
2023-01-12 05:00:00,0.08572,0.08572,0,0.1100966989383187
2023-01-12 06:00:00,0.11155,0.11155,0,0.1465178481232362
2023-01-12 07:00:00,0.10683,0.10683,0,0.1629947222563391
2023-01-12 08:00:00,0.09783,0.09783,0,0.1477274065832519
2023-01-12 09:00:00,0.08474,0.08474,0,0.1518667844241946
2023-01-12 10:00:00,0.08738,0.08738,0,0.1555760970349094
2023-01-12 11:00:00,0.0758799999999999,0.0758799999999999,0,0.1603068145674153
2023-01-12 12:00:00,0.08184,0.08184,0,0.1476736484294734
2023-01-12 13:00:00,0.0882,0.0882,0,0.1385616413640217
2023-01-12 14:00:00,0.09518,0.09518,0,0.1493401511966062
2023-01-12 15:00:00,0.09908,0.09908,0,0.1693650634790885
2023-01-12 16:00:00,0.11201,0.11201,0,0.1736388367044773
2023-01-12 17:00:00,0.11949,0.11949,0,0.1663546068674938
2023-01-12 18:00:00,0.10079,0.10079,0,0.1475661321219165
2023-01-12 19:00:00,0.09935,0.09935,0,0.1431310844351922
2023-01-12 20:00:00,0.08477,0.08477,0,0.1205257807713431
2023-01-12 21:00:00,0.07043,0.07043,0,0.1039682694075725
2023-01-12 22:00:00,0.03957,0.07,0,0.1000976823355222
2023-01-12 23:00:00,0.03264,0.07,0,0.0929747269598741
2023-01-13 00:00:00,0.0169899999999999,0.07,0,0.0899642703482795
2023-01-13 01:00:00,0.009,0.07,0,0.0869806928135741
2023-01-13 02:00:00,0.00202,0.07,0,0.0828950731264099
2023-01-13 03:00:00,0.00261,0.07,0,0.0851529155851059
2023-01-13 04:00:00,0.02526,0.07,0,0.098941882029285
2023-01-13 05:00:00,0.05474,0.07,0,0.1125426949352394
2023-01-13 06:00:00,0.08788,0.08788,0,0.1242082143051687
2023-01-13 07:00:00,0.10595,0.10595,0,0.150899137656182
2023-01-13 08:00:00,0.10064,0.10064,0,0.1282400758385544
2023-01-13 09:00:00,0.0948499999999999,0.0948499999999999,0,0.1242619724589471
2023-01-13 10:00:00,0.08493,0.08493,0,0.1177841149286408
2023-01-13 11:00:00,0.07653,0.07653,0,0.1107955549374389
2023-01-13 12:00:00,0.07024,0.07024,0,0.1076238238645088
2023-01-13 13:00:00,0.0735499999999999,0.0735499999999999,0,0.1060917164818223
2023-01-13 14:00:00,0.0798499999999999,0.0798499999999999,0,0.1106611595529927
2023-01-13 15:00:00,0.08531,0.08531,0,0.1234018419984915
2023-01-13 16:00:00,0.0969,0.0969,0,0.1491519976583815
2023-01-13 17:00:00,0.09697,0.09697,0,0.1465178481232362
2023-01-13 18:00:00,0.09591,0.09591,0,0.1324600909101648
2023-01-13 19:00:00,0.08494,0.08494,0,0.1307667090661427
2023-01-13 20:00:00,0.07689,0.07689,0,0.1125964530890179
2023-01-13 21:00:00,0.07651,0.07651,0,0.1102042152458757
2023-01-13 22:00:00,0.0683,0.07,0,0.1047477626373604
2023-01-13 23:00:00,0.02568,0.07,0,0.1002589567968576
2023-01-14 00:00:00,0.03462,0.07,0,0.0992106727981773
2023-01-14 01:00:00,0.0447,0.07,0,0.099398826336402
2023-01-14 02:00:00,0.0412299999999999,0.07,0,0.1070324841729456
2023-01-14 03:00:00,0.0407,0.07,0,0.1161176121615081
2023-01-14 04:00:00,0.04068,0.07,0,0.1248533121505104
2023-01-14 05:00:00,0.0451,0.07,0,0.1613819776429848
2023-01-14 06:00:00,0.05314,0.07,0,0.2147638243450114
2023-01-14 07:00:00,0.05234,0.07,0,0.2387399609302117
2023-01-14 08:00:00,0.05416,0.07,0,0.2399495193902274
2023-01-14 09:00:00,0.05047,0.07,0,0.24091716615824
2023-01-14 10:00:00,0.0550099999999999,0.07,0,0.2447339950765117
2023-01-14 11:00:00,0.0489099999999999,0.07,0,0.2385518073919871
2023-01-14 12:00:00,0.02525,0.07,0,0.2341167597052628
2023-01-14 13:00:00,0.01342,0.07,0,0.2257304877158205
2023-01-14 14:00:00,0.00905,0.07,0,0.2149250988063468
2023-01-14 15:00:00,0.00904,0.07,0,0.2242252594100233
2023-01-14 16:00:00,0.01104,0.07,0,0.2705916670439587
2023-01-14 17:00:00,0.0136899999999999,0.07,0,0.2423417572333696
2023-01-14 18:00:00,0.00684,0.07,0,0.235729504318617
2023-01-14 19:00:00,0.00903,0.07,0,0.2004641554399368
2023-01-14 20:00:00,0.00907,0.07,0,0.1686393284030791
2023-01-14 21:00:00,0.0059,0.07,0,0.1607906379514216
2023-01-14 22:00:00,0.00519,0.07,0,0.1494476675041631
2023-01-14 23:00:00,0.00394,0.07,0,0.1316537186034876
2023-01-15 00:00:00,0.00171,0.07,0,0.130793588143032
2023-01-15 01:00:00,0.0040999999999999,0.07,0,0.1282131967616651
2023-01-15 02:00:00,0.00265,0.07,0,0.125256498303849
2023-01-15 03:00:00,0.00287,0.07,0,0.1290195690683423
2023-01-15 04:00:00,0.00401,0.07,0,0.138481004133354
2023-01-15 05:00:00,0.00158,0.07,0,0.1692575471715315
2023-01-15 06:00:00,0.00174,0.07,0,0.2094955252747208
2023-01-15 07:00:00,0.00908,0.07,0,0.2528514762970617
2023-01-15 08:00:00,0.01031,0.07,0,0.2627698556691905
2023-01-15 09:00:00,0.00901,0.07,0,0.2437663483084992
2023-01-15 10:00:00,0.0080299999999999,0.07,0,0.2337673317057027
2023-01-15 11:00:00,0.0067599999999999,0.07,0,0.213016684347211
2023-01-15 12:00:00,0.0004199999999999,0.07,0,0.2060012452791198
2023-01-15 13:00:00,0.00029,0.07,0,0.2073451991235818
2023-01-15 14:00:00,0.00032,0.07,0,0.206915133893354
2023-01-15 15:00:00,0.00046,0.07,0,0.2204084304917515
2023-01-15 16:00:00,0.00125,0.07,0,0.2674468150479179
2023-01-15 17:00:00,0.0269499999999999,0.07,0,0.2634687116683106
2023-01-15 18:00:00,0.02527,0.07,0,0.25537810952465
2023-01-15 19:00:00,0.01217,0.07,0,0.2075064735849172
2023-01-15 20:00:00,0.01969,0.07,0,0.1805736385419007
2023-01-15 21:00:00,0.03214,0.07,0,0.1698488868630948
2023-01-15 22:00:00,0.0374699999999999,0.07,0,0.1489638441201569
2023-01-15 23:00:00,0.06001,0.07,0,0.157000688110039
2023-01-16 00:00:00,0.06001,0.07,0,0.1495820628886094
2023-01-16 01:00:00,0.06272,0.07,0,0.1402012650542652
2023-01-16 02:00:00,0.0561,0.07,0,0.13756711551912
2023-01-16 03:00:00,0.0633,0.07,0,0.1330783096786172
2023-01-16 04:00:00,0.087,0.087,0,0.1304172810665826
2023-01-16 05:00:00,0.15463,0.15463,0,0.1310086207581459
2023-01-16 06:00:00,0.17511,0.17511,0,0.1382390924413509
2023-01-16 07:00:00,0.18599,0.18599,0,0.1643924342545794
2023-01-16 08:00:00,0.17,0.17,0,0.1740420228578159
2023-01-16 09:00:00,0.1502,0.1502,0,0.1714078733226706
2023-01-16 10:00:00,0.15089,0.15089,0,0.1669997047128355
2023-01-16 11:00:00,0.14704,0.14704,0,0.1478618019676981
2023-01-16 12:00:00,0.14087,0.14087,0,0.1361694035208796
2023-01-16 13:00:00,0.14124,0.14124,0,0.1329976724479495
2023-01-16 14:00:00,0.14569,0.14569,0,0.1361425244439904
2023-01-16 15:00:00,0.15081,0.15081,0,0.1550922736509031
2023-01-16 16:00:00,0.16679,0.16679,0,0.1747408788569361
2023-01-16 17:00:00,0.1737199999999999,0.1737199999999999,0,0.1784770705445402
2023-01-16 18:00:00,0.1505,0.1505,0,0.1713809942457813
2023-01-16 19:00:00,0.13697,0.13697,0,0.1544740548824507
2023-01-16 20:00:00,0.12774,0.12774,0,0.1424053493591828
2023-01-16 21:00:00,0.1232399999999999,0.1232399999999999,0,0.142996689050746
2023-01-16 22:00:00,0.1094,0.1094,0,0.1359006127519872
2023-01-16 23:00:00,0.09824,0.09824,0,0.128992689991453
2023-01-17 00:00:00,0.09461,0.09461,0,0.1283207130692221
2023-01-17 01:00:00,0.0919099999999999,0.0919099999999999,0,0.1268154847634248
2023-01-17 02:00:00,0.08951,0.08951,0,0.1238856653824978
2023-01-17 03:00:00,0.0917699999999999,0.0917699999999999,0,0.1231061721527099
2023-01-17 04:00:00,0.1,0.1,0,0.1220847672309189
2023-01-17 05:00:00,0.11696,0.11696,0,0.1248801912273996
2023-01-17 06:00:00,0.1408,0.1408,0,0.1280519223003297
2023-01-17 07:00:00,0.15196,0.15196,0,0.1274605826087665
2023-01-17 08:00:00,0.1361,0.1361,0,0.1374327201346738
2023-01-17 09:00:00,0.12617,0.12617,0,0.1518667844241946
2023-01-17 10:00:00,0.12275,0.12275,0,0.1611131868740924
2023-01-17 11:00:00,0.1160699999999999,0.1160699999999999,0,0.14920575581216
2023-01-17 12:00:00,0.12956,0.12956,0,0.141975284128955
2023-01-17 13:00:00,0.14605,0.14605,0,0.1342609890617437
2023-01-17 14:00:00,0.16385,0.16385,0,0.1437493032036447
2023-01-17 15:00:00,0.18005,0.18005,0,0.1628872059487822
2023-01-17 16:00:00,0.18883,0.18883,0,0.1802242105423406
2023-01-17 17:00:00,0.1769,0.1769,0,0.1935293536025134
2023-01-17 18:00:00,0.17556,0.17556,0,0.1821863831552551
2023-01-17 19:00:00,0.15402,0.15402,0,0.1678598351732912
